TrisCalDate,tank,date,researcher,start_time,end_time,mV,TempInSitu,Salinity_lab,expected_pH,expected_temp
20240530,14,20240602,TD,7:00,7:30,-54.7,19.9,30,8,20
20240530,15,20240602,TD,7:00,7:30,-12,19.9,30,7.3,20
20240530,17,20240602,TD,7:00,7:30,-52.8,16.4,30,8,16
20240530,18,20240602,TD,7:00,7:30,-39.1,16.1,30,7.8,16
20240530,19,20240602,TD,7:00,7:30,-34.2,16.2,30,7.6,16
20240603,1,20240603,TD,9:15,9:30,-21.7,16.2,30,7.4,16
20240603,2,20240603,TD,9:15,9:30,-26.4,16,30,7.5,16
20240603,3,20240603,TD,9:15,9:30,-7.6,20,30,7.2,20
20240603,4,20240603,TD,9:15,9:30,-33.9,20,30,7.6,20
20240603,5,20240603,TD,9:15,9:30,-17.3,16.1,30,7.3,16
20240603,6,20240603,TD,9:15,9:30,-38.7,16.1,30,7.7,20
20240603,7,20240603,TD,9:15,9:30,-48.3,20.2,30,7.9,20
20240603,8,20240603,TD,9:15,9:30,-45.9,20,30,7.8,20
20240603,9,20240603,TD,9:15,9:30,-29.8,20,30,7.5,20
20240603,10,20240603,TD,9:15,9:30,-21.6,20,30,7.4,20
20240603,11,20240603,TD,9:15,9:30,-7.9,16.1,30,7.2,16
20240603,12,20240603,TD,9:15,9:30,-38.2,20.2,30,7.7,16
20240603,13,20240603,TD,9:15,9:30,-47.5,16.2,30,7.9,16
20240603,14,20240603,TD,9:15,9:30,-53.5,20.1,30,8,20
20240603,15,20240603,TD,9:15,9:30,-14.7,20.1,30,7.3,20
20240603,17,20240603,TD,9:15,9:30,-53.7,16.2,30,8,16
20240603,18,20240603,TD,9:15,9:30,-38.6,16,30,7.8,16
20240603,19,20240603,TD,9:15,9:30,-36.2,16.1,30,7.6,16
20240604,1,20240604,TD,18:00,18:30,-21.9,16.095,30,7.4,16
20240604,2,20240604,TD,18:00,18:30,-25.7,15.9,30,7.5,16
20240604,3,20240604,TD,18:00,18:30,-7.5,19.777,30,7.2,20
20240604,4,20240604,TD,18:00,18:30,-34.4,19.964,30,7.6,20
20240604,5,20240604,TD,18:00,18:30,-27.2,15.871,30,7.3,16
20240604,6,20240604,TD,18:00,18:30,-38.7,16,30,7.7,20
20240604,7,20240604,TD,18:00,18:30,-47.3,19.921,30,7.9,20
20240604,8,20240604,TD,18:00,18:30,-46.8,19.85,30,7.8,20
20240604,9,20240604,TD,18:00,18:30,-29.2,19.876,30,7.5,20
20240604,10,20240604,TD,18:00,18:30,-18.6,19.931,30,7.4,20
20240604,11,20240604,TD,18:00,18:30,-7,15.829,30,7.2,16
20240604,12,20240604,TD,18:00,18:30,-36.5,19.978,30,7.7,16
20240604,13,20240604,TD,18:00,18:30,-47,16.195,30,7.9,16
20240604,14,20240604,TD,18:00,18:30,-53,19.982,30,8,20
20240604,15,20240604,TD,18:00,18:30,-14.9,19.991,30,7.3,20
20240604,17,20240604,TD,18:00,18:30,-53.4,15.982,30,8,16
20240604,18,20240604,TD,18:00,18:30,-38.5,15.873,30,7.8,16
20240604,19,20240604,TD,18:00,18:30,-35.1,15.858,30,7.6,16
20240604,1,20240605,TD,9:26,10:32,-22.3,16.011,30,7.4,16
20240604,2,20240605,TD,9:26,10:32,-27.6,15.844,30,7.5,16
20240604,3,20240605,TD,9:26,10:32,-8.2,19.78,30,7.2,20
20240604,4,20240605,TD,9:26,10:32,-34.4,19.845,30,7.6,20
20240604,5,20240605,TD,9:26,10:32,-16.9,15.884,30,7.3,16
20240604,6,20240605,TD,9:26,10:32,-36.7,15.906,30,7.7,20
20240604,7,20240605,TD,9:26,10:32,-47.9,20.172,30,7.9,20
20240604,8,20240605,TD,9:26,10:32,-46.6,19.88,30,7.8,20
20240604,9,20240605,TD,9:26,10:32,-27.4,19.903,30,7.5,20
20240604,10,20240605,TD,9:26,10:32,-18.9,19.916,30,7.4,20
20240604,11,20240605,TD,9:26,10:32,-2.7,15.836,30,7.2,16
20240604,12,20240605,TD,9:26,10:32,-37.7,20.091,30,7.7,16
20240604,13,20240605,TD,9:26,10:32,-46.1,16.149,30,7.9,16
20240604,14,20240605,TD,9:26,10:32,-53.5,20.006,30,8,20
20240604,15,20240605,TD,9:26,10:32,-15.9,19.852,30,7.3,20
20240604,17,20240605,TD,9:26,10:32,-53.3,16.096,30,8,16
20240604,18,20240605,TD,9:26,10:32,-36.2,15.861,30,7.8,16
