Respiration,Light,Respiration_Minus,Light_Minus
0.7833588452159564,NA,0.7828143384767453,NA
0.9320431806186595,NA,0.9350599434838264,NA
0.7524336812739671,NA,0.7417801046404368,NA
0.92334718,NA,0.926357528,NA
0.9626850833073163,NA,1.0289724740813926,NA
0.5646176024277749,NA,0.5777191377638291,NA
1.1028056100466648,NA,1.1177746098830512,NA
0.7308676694374648,NA,0.878263558,NA
0.961648073,NA,0.9313611470755254,NA
0.3325881333431027,NA,0.8038837883127625,NA
0.5668277512599851,NA,0.5800514935970972,NA
0.6335869662239969,NA,0.6334581374151954,NA
0.6584771840882713,NA,0.6583727114668945,NA
0.5752000634320182,NA,0.5770968569416934,NA
0.6511844517239349,NA,0.6517567343691857,NA
0.5990994256560885,NA,0.5884098481232585,NA
1.1010359343180631,NA,1.1099308979499964,NA
0.050859246,NA,0.049711655,NA
0.9325414018666541,NA,0.9317676224197085,NA
0.9961768770852031,NA,0.9959224462741519,NA
0.6224554875135577,NA,0.7082414459762297,NA
0.5462292552872515,NA,0.5562150376289254,NA
5.197963814448098,12.368959479590638,5.321447600568253,11.522982324725646
1.7487097144354833,14.480783811823612,2.1914879224247406,14.489491698595016
3.725241664153461,13.551818728179345,5.273529476467664,13.66173183395179
4.369529719106768,19.148352597889392,4.816674288681411,21.62831883307906
4.966840895810394,14.161209131320607,4.972057894122686,14.279928311444374
3.0536256402394777,9.711929240936673,3.0788548442677786,9.746549241001047
6.726790048347236,12.413982069695747,6.826652746005899,11.962472621499394
3.098689499891591,7.912906972920512,3.023295851414983,7.756372373130156
4.100741902747593,13.637131845036743,4.096858768986001,13.760270014278191
4.591069753640648,19.944470681673334,4.457955665084724,19.869598888958198
3.153400259457215,5.705309654544726,3.3390696929003356,5.5291373271117426
3.6943720020867725,25.977242860799816,3.6663396907860384,25.942069187439458
5.994163373633519,13.051254446064391,6.135569732742104,12.523747344915304
7.122638050553677,11.262258623787488,7.321368538031347,10.276654528270077
2.9586882634790928,9.999963454961376,3.2502593686106023,7.854538195916323
3.1641963783159386,12.781962796261048,3.2974795912038553,9.818324496
4.574989347865777,12.863092994164568,4.8095245348162505,12.90954528
3.794214852797685,14.291712473767088,4.801712583270839,13.980730527803043
5.16907825,11.00335137231397,5.366373358175147,21.93702723179214
3.5553468102605144,NA,3.681682097695726,NA
3.180296492267785,14.447790734475907,3.2592389901774914,14.790514812496877
3.4451293732196664,24.790481470552084,3.3881228298771324,24.09911098185492
3.6066301228630553,17.42845656792503,3.701752746811908,17.59252346739984
1.7100312177968533,17.714806391554742,1.0823969226822585,17.67866477402014
5.1800533491608745,8.259161660052472,5.3498981213141885,8.023929044467158
3.9812277036540937,8.348100612744185,4.099714332991563,7.983596299424713
4.003226103212149,20.554496027213755,3.898761837675286,19.675032628790262
4.402022011,7.613776401010991,4.7173949198455505,6.635732640181032
5.732420563996199,10.525986020504352,6.067339014225109,10.229781955265574
4.266326179872754,23.327098542029344,4.382594736746671,23.128321288195693
